date,subject,circular_no,link,source_url,scraped_at
2026-01-14,"Reserve Bank of India (Credit Information Companies - Internal Ombudsman) Directions, 2026",,https://www.rbi.org.in/Scripts/BS_ViewMasDirections.aspx?id=13276,https://www.rbi.org.in/Scripts/BS_ViewMasterDirections.aspx,2026-05-30T10:42:19.653133+00:00
2026-01-14,"Reserve Bank of India (Non-Bank Prepaid Payment Instruments Issuers - Internal Ombudsman) Directions, 2026",,https://www.rbi.org.in/Scripts/BS_ViewMasDirections.aspx?id=13275,https://www.rbi.org.in/Scripts/BS_ViewMasterDirections.aspx,2026-05-30T10:42:19.653133+00:00
2026-01-14,"Reserve Bank of India (Non-Banking Financial Companies - Internal Ombudsman) Directions, 2026",,https://www.rbi.org.in/Scripts/BS_ViewMasDirections.aspx?id=13274,https://www.rbi.org.in/Scripts/BS_ViewMasterDirections.aspx,2026-05-30T10:42:19.653133+00:00
2026-01-14,"Reserve Bank of India (Payments Banks - Internal Ombudsman) Directions, 2026",,https://www.rbi.org.in/Scripts/BS_ViewMasDirections.aspx?id=13273,https://www.rbi.org.in/Scripts/BS_ViewMasterDirections.aspx,2026-05-30T10:42:19.653133+00:00
2026-01-14,"Reserve Bank of India (Small Finance Banks - Internal Ombudsman) Directions, 2026",,https://www.rbi.org.in/Scripts/BS_ViewMasDirections.aspx?id=13272,https://www.rbi.org.in/Scripts/BS_ViewMasterDirections.aspx,2026-05-30T10:42:19.653133+00:00
2026-01-14,"Reserve Bank of India (Commercial Banks - Internal Ombudsman) Directions, 2026",,https://www.rbi.org.in/Scripts/BS_ViewMasDirections.aspx?id=13271,https://www.rbi.org.in/Scripts/BS_ViewMasterDirections.aspx,2026-05-30T10:42:19.653133+00:00
2026-04-27,"Reserve Bank of India (Commercial Banks - Asset Classification, Provisioning and Income Recognition) Directions, 2026",,https://www.rbi.org.in/Scripts/BS_ViewMasDirections.aspx?id=13400,https://www.rbi.org.in/Scripts/BS_ViewMasterDirections.aspx,2026-05-30T10:42:19.653133+00:00
2026-04-27,"Reserve Bank of India (Commercial Banks - Capital Charge for Credit Risk – Standardised Approach) Directions, 2026 (Effective from April 1, 2027)",,https://www.rbi.org.in/Scripts/BS_ViewMasDirections.aspx?id=13399,https://www.rbi.org.in/Scripts/BS_ViewMasterDirections.aspx,2026-05-30T10:42:19.653133+00:00
2026-03-10,"Reserve Bank of India (Commercial Banks – Prudential Norms on Declaration of Dividend and Remittances of Profits) Directions, 2026",,https://www.rbi.org.in/Scripts/BS_ViewMasDirections.aspx?id=13319,https://www.rbi.org.in/Scripts/BS_ViewMasterDirections.aspx,2026-05-30T10:42:19.653133+00:00
2026-03-10,"Reserve Bank of India (Local Area Banks – Prudential Norms on Declaration of Dividend) Directions, 2026",,https://www.rbi.org.in/Scripts/BS_ViewMasDirections.aspx?id=13324,https://www.rbi.org.in/Scripts/BS_ViewMasterDirections.aspx,2026-05-30T10:42:19.653133+00:00
2026-03-10,"Reserve Bank of India (Payments Banks – Prudential Norms on Declaration of Dividend) Directions, 2026",,https://www.rbi.org.in/Scripts/BS_ViewMasDirections.aspx?id=13321,https://www.rbi.org.in/Scripts/BS_ViewMasterDirections.aspx,2026-05-30T10:42:19.653133+00:00
2026-03-10,"Reserve Bank of India (Regional Rural Banks – Prudential Norms on Declaration of Dividend) Directions, 2026",,https://www.rbi.org.in/Scripts/BS_ViewMasDirections.aspx?id=13327,https://www.rbi.org.in/Scripts/BS_ViewMasterDirections.aspx,2026-05-30T10:42:19.653133+00:00
2026-03-10,"Reserve Bank of India (Small Finance Banks – Prudential Norms on Declaration of Dividend) Directions, 2026",,https://www.rbi.org.in/Scripts/BS_ViewMasDirections.aspx?id=13328,https://www.rbi.org.in/Scripts/BS_ViewMasterDirections.aspx,2026-05-30T10:42:19.653133+00:00
2026-03-27,"Master Direction - Reserve Bank of India (Unique Identifiers in Financial Markets) Directions, 2026",,https://www.rbi.org.in/Scripts/BS_ViewMasDirections.aspx?id=13343,https://www.rbi.org.in/Scripts/BS_ViewMasterDirections.aspx,2026-05-30T10:42:19.653133+00:00
2026-04-01,Master Direction – Facility for Exchange of Notes and Coins,,https://www.rbi.org.in/Scripts/BS_ViewMasDirections.aspx?id=13362,https://www.rbi.org.in/Scripts/BS_ViewMasterDirections.aspx,2026-05-30T10:42:19.653133+00:00
2026-04-01,"Master Direction on Counterfeit Notes – Detection, Reporting and Monitoring",,https://www.rbi.org.in/Scripts/BS_ViewMasDirections.aspx?id=13361,https://www.rbi.org.in/Scripts/BS_ViewMasterDirections.aspx,2026-05-30T10:42:19.653133+00:00
