canonical_url,source_url,archive_year,archive_month,category,listing_date,raw_title,scraped_at
https://www.rbi.org.in/scripts/bs_viewmasdirections.aspx?id=10201,https://www.rbi.org.in/Scripts/BS_ViewMasterDirections.aspx,2016,,Foreign Exchange Management,2016-01-04,"Master Direction – Import of Goods and Services ( Updated as on January 12, 2026 )",2026-05-30T06:27:00.511654+00:00
https://www.rbi.org.in/scripts/bs_viewmasdirections.aspx?id=10200,https://www.rbi.org.in/Scripts/BS_ViewMasterDirections.aspx,2016,,Foreign Exchange Management,2016-01-04,"Master Direction – Export of Goods and Services (Updated as on March 23, 2016)",2026-05-30T06:27:00.511654+00:00
https://www.rbi.org.in/scripts/bs_viewmasdirections.aspx?id=10199,https://www.rbi.org.in/Scripts/BS_ViewMasterDirections.aspx,2016,,Foreign Exchange Management,2016-01-04,Master Direction – Direct Investment by Residents in Joint Venture (JV) / Wholly Owned Subsidiary (WOS) Abroad,2026-05-30T06:27:00.511654+00:00
https://www.rbi.org.in/scripts/bs_viewmasdirections.aspx?id=10198,https://www.rbi.org.in/Scripts/BS_ViewMasterDirections.aspx,2016,,Foreign Exchange Management,2016-01-04,"Master Direction - Deposits and Accounts ( Updated as on October 09, 2025 )",2026-05-30T06:27:00.511654+00:00
https://www.rbi.org.in/scripts/bs_viewmasdirections.aspx?id=10197,https://www.rbi.org.in/Scripts/BS_ViewMasterDirections.aspx,2016,,Foreign Exchange Management,2016-01-04,"Master Direction - Remittance of Assets (Updated as on April 28, 2016)",2026-05-30T06:27:00.511654+00:00
https://www.rbi.org.in/scripts/bs_viewmasdirections.aspx?id=10196,https://www.rbi.org.in/Scripts/BS_ViewMasterDirections.aspx,2016,,Foreign Exchange Management,2016-01-04,"Master Direction – Acquisition or Transfer of Immovable Property under Foreign Exchange Management Act, 1999 (Updated as on September 01, 2022)",2026-05-30T06:27:00.511654+00:00
https://www.rbi.org.in/scripts/bs_viewmasdirections.aspx?id=10195,https://www.rbi.org.in/Scripts/BS_ViewMasterDirections.aspx,2016,,Foreign Exchange Management,2016-01-04,Master Direction - Establishment of Liaison/ Branch/ Project Offices in India by Foreign Entities,2026-05-30T06:27:00.511654+00:00
https://www.rbi.org.in/scripts/bs_viewmasdirections.aspx?id=10194,https://www.rbi.org.in/Scripts/BS_ViewMasterDirections.aspx,2016,,Foreign Exchange Management,2016-01-04,Master Direction - Insurance,2026-05-30T06:27:00.511654+00:00
https://www.rbi.org.in/scripts/bs_viewmasdirections.aspx?id=10193,https://www.rbi.org.in/Scripts/BS_ViewMasterDirections.aspx,2016,,Foreign Exchange Management,2016-01-04,"Master Direction - Other Remittance Facilities ( Updated as on May 06, 2026 )",2026-05-30T06:27:00.511654+00:00
https://www.rbi.org.in/scripts/bs_viewmasdirections.aspx?id=10192,https://www.rbi.org.in/Scripts/BS_ViewMasterDirections.aspx,2016,,Foreign Exchange Management,2016-01-04,"Master Direction - Liberalised Remittance Scheme (LRS) ( Updated as on September 06, 2024 )",2026-05-30T06:27:00.511654+00:00
https://www.rbi.org.in/scripts/bs_viewmasdirections.aspx?id=10191,https://www.rbi.org.in/Scripts/BS_ViewMasterDirections.aspx,2016,,Foreign Exchange Management,2016-01-04,"Master Direction – Borrowing and Lending transactions in Indian Rupee between Persons Resident in India and Non-Resident Indians/ Persons of Indian Origin ( Updated as on February 16, 2026 )",2026-05-30T06:27:00.511654+00:00
https://www.rbi.org.in/scripts/bs_viewmasdirections.aspx?id=10190,https://www.rbi.org.in/Scripts/BS_ViewMasterDirections.aspx,2016,,Foreign Exchange Management,2016-01-04,"Directions - Compounding of Contraventions under FEMA, 1999 dated October 01, 2024 (Supersedes Master Direction- Compounding of Contraventions under FEMA, 1999, (Updated as on May 24, 2022 ))",2026-05-30T06:27:00.511654+00:00
https://www.rbi.org.in/scripts/bs_viewmasdirections.aspx?id=10520,https://www.rbi.org.in/Scripts/BS_ViewMasterDirections.aspx,2016,,Issuer of Currency,2016-07-20,Master Direction on Currency Distribution & Exchange Scheme (CDES) based on performance in rendering customer service to the members of public,2026-05-30T06:27:00.511654+00:00
https://www.rbi.org.in/scripts/bs_viewmasdirections.aspx?id=10519,https://www.rbi.org.in/Scripts/BS_ViewMasterDirections.aspx,2016,,Issuer of Currency,2016-07-20,Master Direction on Levy of Penal Interest for Delayed Reporting/Wrong Reporting/Non-Reporting of Currency Chest Transactions and Inclusion of Ineligible Amounts in Currency Chest Balances,2026-05-30T06:27:00.511654+00:00
